"id","coefId","coef1","coef2","coef3"
"1","0","0.4372574185024374","2.6150433364652015","1.812335749178715"
"2","0","-0.45194359743750667","-0.17119111204443543","0.6233559840069031"
"3","1","0.1759265117866596","2.5813450753322438","0.36575568197651825"
"4","1","-0.7090397181753664","-0.7051747991728843","1.1471298397801877"
"5","2","-1.1972935863644403","0.1417858539535593","0.30864532636707315"
"6","2","0.7154537410329493","0.15717015449018112","-0.3866893802629232"
"7","2","-1.1299308992065258","-0.6777456209362868","1.0210866427410454"
"8","3","-1.0270411878095238","0.21188126260286155","0.5721702958337709"
"9","3","0.11262562788707084","2.7197693442673327","0.3067985979952831"
"10","3","-0.6333038361813186","-0.888559661919039","1.4173795013675183"
"11","4","0.03921692257885184","2.4350067786104974","-0.11541609126601954"
"12","5","-0.6827831981836439","0.14310368448747263","-0.36600393296722805"
"13","5","0.15990751916782786","-2.4004173921661995","0.986320341878065"
"14","6","-1.0975310507629745","-0.13079025415117174","-0.35649587890970436"
"15","6","0.8242847204110653","-0.05783691912795894","-0.33363781620566424"
"16","6","-1.0417432217051819","-0.416260404829878","0.560440777987661"
"17","7","-0.7469218950240224","0.10622252045591096","-0.6222816919100338"
"18","7","0.1594910230279237","-2.443467797590905","1.1484509536514047"
"19","8","0.381559641236422","2.855430889387118","0.8785575941360384"
"20","8","-0.4242207669295614","-0.25971456485621697","0.35136458276378174"
"21","9","-1.0169276031441143","0.3399730974500198","-0.6180405557506483"
"22","9","0.2685965562927267","-2.2518677317932556","-0.15967766447932896"
"23","10","-0.0979546878512482","1.8855538092615065","0.09093158751891786"
"24","10","1.388035281873855","0.5301562720205559","-0.3792590836596973"
"25","10","-0.9329136225350789","-0.39970910697897793","2.121042341877032"
"26","11","-0.6338901282724457","-0.17616254886878954","0.19104242540109545"
"27","11","1.0389498557720889","0.41959475532087964","-0.20198028751990288"
"28","11","-0.8440893543391368","-0.18865781800961462","0.2657259057111967"
"29","12","-0.8351168838291926","-0.3966920746164828","-0.2803486317174422"
"30","12","1.8635756444755245","0.7359002560186646","-0.4955079258517354"
"31","12","-0.00640726083880939","-2.1123153574684137","0.39054653367772413"
"32","13","0.32435226922633065","2.470763919441488","0.29142516825471165"
"33","13","-0.7560948107662788","-0.37608949861572843","0.5297747224486618"
"34","14","-0.6178188620697568","1.2110066175681748","0.6332012490660366"
"35","14","0.7704916189707788","1.618652422291481","-0.3103100952334315"
"36","14","-0.9715297178921081","-0.946262920488387","1.6476780132940254"
"37","15","-0.6049130940959753","0.20982625496018495","0.008510217193792136"
"38","15","0.11549345573678281","-2.5716316740331226","1.278303866426844"
"39","15","-0.24929456262499994","0.8625483494603492","-1.1895652272831005"
"40","16","-0.6401874134356725","-0.009851611289292555","-0.07270317405041422"
"41","16","0.09697590256584279","-2.2977215314167116","1.8859755131599587"
"42","17","0.2598583456513044","2.9687078862235627","1.7896391483028427"
