"id","coefId","coef1","coef2","coef3"
"1","0","0.09764801309197894","1.9376740833032993","1.6683596275678787"
"2","0","0.5013442311160008","-2.237170579446691","2.01128766755671"
"3","0","-0.8460662053433574","0.24640783588790896","0.34897189602259093"
"4","0","1.7151088246127622","1.3458900379498813","-5.2750141913871085"
"5","0","-0.43319353970238095","-0.4048909653844209","0.10018748825189128"
"6","0","-0.9076244154189066","-0.19192456390191598","0.15614454299121597"
"7","1","0.09509292038244124","1.927464294954843","1.6577980583501637"
"8","1","0.5088600546981996","-2.224408806566398","2.03796688960924"
"9","1","-0.8441434877304048","0.25940585289370116","0.37394192461251335"
"10","1","1.7362223880507286","1.2900853927381928","-5.27577977939323"
"11","1","-0.43556638648809526","-0.40566766892805894","0.09903285861490252"
"12","1","-0.9125367251313683","-0.19334624924363825","0.15712240482216022"
"13","2","0.10301838572565986","1.9340140850798417","1.6542253699903247"
"14","2","0.5083751409724039","-2.2256413749775255","2.033515681725463"
"15","2","-0.848876271819697","0.2465447859288873","0.35549238712632436"
"16","2","1.7145670880459791","1.3095149156355235","-5.258694327435176"
"17","2","-0.44171335812500007","-0.4056677654280325","0.10091825489908268"
"18","2","-0.916719209797027","-0.1933503739590096","0.15579043378615062"
"19","3","0.10256392203149048","1.928993657772496","1.6590229888160581"
"20","3","0.5011145942352933","-2.2362499634869475","2.0047344670479896"
"21","3","-0.847893197408352","0.24195405476288612","0.3468496506567146"
"22","3","1.7134633882317891","1.3429619568954239","-5.27508888823507"
"23","3","-0.43992470821428575","-0.4061427345863799","0.10129944958579151"
"24","3","-0.9165006237885222","-0.19488784512791885","0.1562688407404081"
"25","4","0.10142705091017848","1.9323332809040803","1.6620341930236635"
"26","4","0.5084303109355549","-2.221699823601084","2.03842534280191"
"27","4","-0.8478714603640768","0.24102251877980052","0.35482919369914667"
"28","4","1.7163460891620923","1.3304193119770034","-5.272628232899969"
"29","4","-0.43839813380952386","-0.40550526442126644","0.09985626070027764"
"30","4","-0.9150322009097381","-0.19412614492232705","0.15624499604860637"
"31","5","0.13105880606084028","2.048000115343725","1.8006966088377592"
"32","5","0.48035218552477216","-2.1421601824906014","1.9791300570693915"
"33","5","-0.8431422079486338","0.2406764597735011","0.32036021982860985"
"34","5","1.7188311206062061","1.327056786429514","-5.31933120662019"
